eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,model_name
0.6297948956489563,0.7957433710039137,0.7942274393139792,0.7947528375117593,0.7957433710039137,91.7143,247.955,15.505,2.0,DistilBERT-base-uncased
0.6357285976409912,0.7969306538850535,0.7960413102581438,0.7967467961681614,0.7969306538850535,106.9484,212.635,26.583,2.0,BERT-base-uncased
